ticket_id,source,category,subcategory,priority,sla_target_hours,created_at,closed_at,resolution_hours,status,description
10174,Perth Airport T4,Network,WiFi,Low,72,2025-06-09 16:26:00,2025-06-10 10:52:24.725447,18.4,Closed,Reported issue with wifi causing intermittent failures.
10175,UWA Lab A,Install,Site survey,Medium,48,2025-06-10 17:25:00,2025-06-11 09:18:30.790564,15.9,Closed,Reported issue with site survey causing intermittent failures.
10176,UWA Lab B,Account,Password reset,Medium,48,2025-06-10 12:46:00,2025-06-10 18:15:33.550228,5.5,Closed,Request to configure password reset and verify connectivity.
10177,UWA Lab A,Install,Rack,Medium,48,2025-06-10 08:17:00,2025-06-11 17:44:57.763813,33.5,Closed,Rack not responding; user reports frequent timeouts.
10178,UWA Lab B,Network,Switch,High,24,2025-06-10 12:59:00,2025-06-11 06:47:14.261437,17.8,Closed,Request to configure switch and verify connectivity.
10179,UWA Lab B,Network,AP install,Urgent,8,2025-06-10 11:31:00,,,Open,Deployment blocker: ap install fails post‑install validation.
10180,IKEA Perth,Hardware,Desktop,Medium,48,2025-06-10 17:43:00,2025-06-11 16:22:04.068356,22.7,Closed,"Access error related to desktop, needs privilege review."
10181,IKEA Perth,Account,MFA,High,24,2025-06-11 13:23:00,,,Open,Reported issue with mfa causing intermittent failures.
10182,UWA Lab A,Hardware,Desktop,Medium,48,2025-06-11 11:52:00,2025-06-12 12:13:45.613262,24.4,Closed,Performance degradation observed on desktop during peak hours.
10183,Perth Airport T4,Account,Password reset,Medium,48,2025-06-11 12:35:00,2025-06-11 23:45:06.060083,11.2,Closed,Password reset not responding; user reports frequent timeouts.
10184,Perth Airport T4,Network,VPN,Low,72,2025-06-11 14:09:00,2025-06-12 17:04:08.688732,26.9,Closed,"Access error related to vpn, needs privilege review."
10185,IKEA Perth,Network,Switch,Medium,48,2025-06-11 11:37:00,2025-06-12 17:42:45.929331,30.1,Closed,"Access error related to switch, needs privilege review."
10186,UWA Lab B,Hardware,Laptop,High,24,2025-06-11 16:19:00,2025-06-12 07:50:11.767463,15.5,Closed,Performance degradation observed on laptop during peak hours.
10187,UWA Lab B,Install,Cabling,Low,72,2025-06-11 16:36:00,2025-06-12 19:00:35.928085,26.4,Closed,Reported issue with cabling causing intermittent failures.
10188,UWA Lab B,Hardware,Desktop,Low,72,2025-06-11 08:12:00,,,Open,Request to configure desktop and verify connectivity.
10189,UWA Lab B,Network,AP install,Medium,48,2025-06-12 14:55:00,2025-06-13 15:32:18.914831,24.6,Closed,Performance degradation observed on ap install during peak hours.
10190,IKEA Perth,Network,AP install,Medium,48,2025-06-12 09:29:00,2025-06-13 18:19:41.200351,32.8,Closed,Request to configure ap install and verify connectivity.
10191,UWA Lab B,Hardware,Laptop,Low,72,2025-06-12 15:19:00,2025-06-13 07:26:09.359196,16.1,Closed,Request to configure laptop and verify connectivity.
10192,IKEA Perth,Account,Permissions,Medium,48,2025-06-12 11:18:00,2025-06-12 12:27:24.003776,1.2,Closed,Performance degradation observed on permissions during peak hours.
10193,UWA Lab A,Hardware,Scanner,Urgent,8,2025-06-12 11:02:00,2025-06-13 12:42:24.955277,25.7,Closed,Performance degradation observed on scanner during peak hours.
10194,UWA Lab A,Network,VPN,Medium,48,2025-06-12 15:44:00,2025-06-13 20:15:31.837577,28.5,Closed,Reported issue with vpn causing intermittent failures.
10195,IKEA Perth,Account,Permissions,Low,72,2025-06-12 15:14:00,2025-06-13 09:24:11.911474,18.2,Closed,Reported issue with permissions causing intermittent failures.
10196,UWA Lab B,Network,Switch,Low,72,2025-06-12 09:26:00,2025-06-13 08:54:46.456722,23.5,Closed,Deployment blocker: switch fails post‑install validation.
10197,UWA Lab A,Hardware,Desktop,Low,72,2025-06-12 08:41:00,2025-06-13 00:16:37.015078,15.6,Closed,"Access error related to desktop, needs privilege review."
10198,UWA Lab B,Install,Rack,High,24,2025-06-13 13:50:00,2025-06-14 22:17:25.547237,32.5,Closed,Performance degradation observed on rack during peak hours.
10199,Perth Airport T4,Install,Site survey,Low,72,2025-06-13 08:59:00,2025-06-14 16:49:05.236991,31.8,Closed,Request to configure site survey and verify connectivity.
10200,IKEA Perth,Hardware,Scanner,High,24,2025-06-13 14:41:00,2025-06-14 14:52:12.662952,24.2,Closed,Scanner not responding; user reports frequent timeouts.
10201,UWA Lab A,Network,Switch,Medium,48,2025-06-13 09:39:00,2025-06-14 12:26:01.616582,26.8,Closed,Deployment blocker: switch fails post‑install validation.
10202,UWA Lab A,Account,Permissions,Low,72,2025-06-13 10:00:00,2025-06-13 18:07:51.273719,8.1,Closed,Permissions not responding; user reports frequent timeouts.
10203,UWA Lab A,Hardware,Laptop,Low,72,2025-06-13 07:16:00,2025-06-13 20:06:52.003041,12.8,Closed,Performance degradation observed on laptop during peak hours.
10204,UWA Lab B,Network,WiFi,Low,72,2025-06-13 11:44:00,2025-06-14 05:15:31.616278,17.5,Closed,Request to configure wifi and verify connectivity.
10205,IKEA Perth,Account,Password reset,Medium,48,2025-06-14 16:23:00,2025-06-15 04:21:11.643122,12.0,Closed,"Access error related to password reset, needs privilege review."
10206,IKEA Perth,Install,Rack,Medium,48,2025-06-14 15:45:00,2025-06-15 05:02:53.485853,13.3,Closed,"Access error related to rack, needs privilege review."
10207,IKEA Perth,Network,AP install,Low,72,2025-06-14 14:07:00,2025-06-15 07:32:15.350848,17.4,Closed,Performance degradation observed on ap install during peak hours.
10208,UWA Lab B,Hardware,Printer,High,24,2025-06-14 07:35:00,2025-06-14 22:17:21.621366,14.7,Closed,Request to configure printer and verify connectivity.
10209,UWA Lab A,Account,MFA,High,24,2025-06-14 16:04:00,,,Open,Request to configure mfa and verify connectivity.
10210,Perth Airport T4,Hardware,Printer,Urgent,8,2025-06-15 17:46:00,2025-06-16 20:55:44.128133,27.2,Closed,Deployment blocker: printer fails post‑install validation.
10211,UWA Lab B,Hardware,Scanner,High,24,2025-06-15 13:05:00,2025-06-16 11:32:42.312386,22.5,Closed,Performance degradation observed on scanner during peak hours.
10212,UWA Lab A,Install,Rack,Low,72,2025-06-15 07:48:00,,,Open,Request to configure rack and verify connectivity.
10213,UWA Lab B,Account,Permissions,Medium,48,2025-06-16 10:29:00,2025-06-16 18:12:50.171296,7.7,Closed,Request to configure permissions and verify connectivity.
10214,Perth Airport T4,Network,WiFi,High,24,2025-06-16 07:15:00,2025-06-17 05:30:41.810848,22.3,Closed,Reported issue with wifi causing intermittent failures.
10215,Perth Airport T4,Hardware,Scanner,Low,72,2025-06-16 15:13:00,2025-06-18 01:54:46.301573,34.7,Closed,Reported issue with scanner causing intermittent failures.
10216,IKEA Perth,Network,Switch,High,24,2025-06-16 17:52:00,2025-06-18 00:27:26.549114,30.6,Closed,Request to configure switch and verify connectivity.
10217,UWA Lab B,Install,Rack,Low,72,2025-06-17 09:40:00,2025-06-18 16:59:07.773836,31.3,Closed,"Access error related to rack, needs privilege review."
10218,UWA Lab B,Hardware,Laptop,High,24,2025-06-17 15:30:00,2025-06-18 21:26:35.222077,29.9,Closed,Laptop not responding; user reports frequent timeouts.
10219,UWA Lab B,Hardware,Desktop,High,24,2025-06-17 13:35:00,2025-06-18 16:50:16.322065,27.3,Closed,Deployment blocker: desktop fails post‑install validation.
10220,UWA Lab A,Network,AP install,Medium,48,2025-06-17 10:03:00,2025-06-20 07:51:01.487532,69.8,Closed,Performance degradation observed on ap install during peak hours.
10221,Perth Airport T4,Account,Password reset,Low,72,2025-06-17 17:35:00,2025-06-17 19:19:27.046607,1.7,Closed,Password reset not responding; user reports frequent timeouts.
10222,IKEA Perth,Hardware,Printer,High,24,2025-06-18 14:58:00,2025-06-19 15:28:45.972754,24.5,Closed,"Access error related to printer, needs privilege review."
10223,IKEA Perth,Account,MFA,Medium,48,2025-06-18 13:29:00,2025-06-18 20:46:33.084763,7.3,Closed,Request to configure mfa and verify connectivity.
10224,UWA Lab B,Hardware,Laptop,Medium,48,2025-06-18 12:58:00,2025-06-19 10:05:46.746322,21.1,Closed,Request to configure laptop and verify connectivity.
10225,IKEA Perth,Hardware,Desktop,Low,72,2025-06-18 16:37:00,2025-06-18 23:44:04.917327,7.1,Closed,Request to configure desktop and verify connectivity.
10226,IKEA Perth,Network,Switch,Medium,48,2025-06-18 17:21:00,2025-06-19 22:52:47.277917,29.5,Closed,Deployment blocker: switch fails post‑install validation.
10227,UWA Lab B,Install,Config,Low,72,2025-06-18 09:08:00,2025-06-18 22:49:19.729700,13.7,Closed,Deployment blocker: config fails post‑install validation.
10228,Perth Airport T4,Network,WiFi,High,24,2025-06-18 09:53:00,2025-06-20 11:27:10.833601,49.6,Closed,Reported issue with wifi causing intermittent failures.
10229,IKEA Perth,Account,Password reset,Medium,48,2025-06-18 16:40:00,2025-06-19 05:39:11.910997,13.0,Closed,"Access error related to password reset, needs privilege review."
10230,Perth Airport T4,Install,Config,Low,72,2025-06-18 11:34:00,2025-06-19 06:29:18.725498,18.9,Closed,Reported issue with config causing intermittent failures.
10231,UWA Lab B,Account,Permissions,High,24,2025-06-19 08:58:00,2025-06-19 18:16:16.624490,9.3,Closed,Permissions not responding; user reports frequent timeouts.
10232,UWA Lab A,Network,Switch,Low,72,2025-06-19 16:15:00,2025-06-20 11:01:36.151104,18.8,Closed,Switch not responding; user reports frequent timeouts.
10233,Perth Airport T4,Hardware,Printer,Low,72,2025-06-19 15:30:00,,,Open,Reported issue with printer causing intermittent failures.
10234,UWA Lab B,Account,Password reset,High,24,2025-06-19 08:57:00,2025-06-19 15:14:54.829489,6.3,Closed,Reported issue with password reset causing intermittent failures.
10235,UWA Lab A,Network,VPN,Low,72,2025-06-19 15:36:00,2025-06-21 08:18:09.646271,40.7,Closed,VPN not responding; user reports frequent timeouts.
10236,Perth Airport T4,Install,Site survey,Urgent,8,2025-06-19 13:59:00,2025-06-20 12:13:18.782692,22.2,Closed,Site survey not responding; user reports frequent timeouts.
10237,UWA Lab A,Hardware,Scanner,Medium,48,2025-06-19 08:32:00,2025-06-19 21:19:16.085355,12.8,Closed,Request to configure scanner and verify connectivity.
10238,IKEA Perth,Network,VPN,High,24,2025-06-19 13:49:00,2025-06-20 15:28:50.155861,25.7,Closed,Performance degradation observed on vpn during peak hours.
10239,UWA Lab B,Hardware,Scanner,Low,72,2025-06-19 13:27:00,2025-06-20 14:18:07.390604,24.9,Closed,"Access error related to scanner, needs privilege review."
10240,UWA Lab A,Account,Password reset,High,24,2025-06-19 17:09:00,2025-06-20 10:24:42.666599,17.3,Closed,Request to configure password reset and verify connectivity.
10241,UWA Lab A,Network,WiFi,Medium,48,2025-06-20 08:08:00,2025-06-21 07:43:01.774547,23.6,Closed,Deployment blocker: wifi fails post‑install validation.
10242,Perth Airport T4,Hardware,Scanner,Low,72,2025-06-20 12:55:00,2025-06-21 03:30:20.001208,14.6,Closed,Request to configure scanner and verify connectivity.
10243,IKEA Perth,Hardware,Printer,Medium,48,2025-06-20 09:17:00,2025-06-21 17:03:59.035029,31.8,Closed,Deployment blocker: printer fails post‑install validation.
10244,UWA Lab B,Network,AP install,Low,72,2025-06-20 10:46:00,2025-06-21 06:56:33.850721,20.2,Closed,"Access error related to ap install, needs privilege review."
10245,Perth Airport T4,Account,MFA,Low,72,2025-06-20 16:24:00,2025-06-21 19:48:21.891410,27.4,Closed,Request to configure mfa and verify connectivity.
10246,IKEA Perth,Hardware,Scanner,Low,72,2025-06-20 09:25:00,2025-06-20 18:14:39.737802,8.8,Closed,Request to configure scanner and verify connectivity.
10247,UWA Lab B,Account,Permissions,Urgent,8,2025-06-20 12:24:00,2025-06-20 18:00:46.908642,5.6,Closed,Deployment blocker: permissions fails post‑install validation.
10248,IKEA Perth,Hardware,Desktop,Medium,48,2025-06-20 10:28:00,2025-06-20 14:21:29.216228,3.9,Closed,Performance degradation observed on desktop during peak hours.
10249,UWA Lab B,Account,MFA,Low,72,2025-06-21 11:42:00,2025-06-21 14:18:22.082391,2.6,Closed,Deployment blocker: mfa fails post‑install validation.
10250,UWA Lab B,Account,Password reset,Urgent,8,2025-06-21 13:34:00,,,Open,Request to configure password reset and verify connectivity.
10251,Perth Airport T4,Account,Permissions,Low,72,2025-06-21 17:22:00,2025-06-22 01:21:24.201337,8.0,Closed,"Access error related to permissions, needs privilege review."
10252,UWA Lab A,Network,VPN,Urgent,8,2025-06-21 15:47:00,2025-06-23 03:23:29.981000,35.6,Closed,"Access error related to vpn, needs privilege review."
10253,UWA Lab B,Network,Switch,Medium,48,2025-06-22 15:09:00,2025-06-23 17:31:11.166678,26.4,Closed,Reported issue with switch causing intermittent failures.
10254,UWA Lab B,Hardware,Laptop,High,24,2025-06-22 12:19:00,2025-06-23 19:37:44.870336,31.3,Closed,Laptop not responding; user reports frequent timeouts.
10255,UWA Lab B,Hardware,Laptop,Low,72,2025-06-22 14:20:00,2025-06-23 12:20:52.448800,22.0,Closed,Reported issue with laptop causing intermittent failures.
10256,Perth Airport T4,Install,Cabling,High,24,2025-06-22 10:33:00,2025-06-24 08:25:16.433386,45.9,Closed,Cabling not responding; user reports frequent timeouts.
10257,UWA Lab B,Hardware,Scanner,Low,72,2025-06-22 09:11:00,2025-06-22 18:09:09.097751,9.0,Closed,Deployment blocker: scanner fails post‑install validation.
10258,UWA Lab B,Network,AP install,Medium,48,2025-06-23 08:36:00,2025-06-24 03:25:21.912861,18.8,Closed,"Access error related to ap install, needs privilege review."
10259,IKEA Perth,Network,Switch,Medium,48,2025-06-23 14:33:00,2025-06-24 22:34:35.426035,32.0,Closed,Request to configure switch and verify connectivity.
10260,UWA Lab B,Account,Permissions,Medium,48,2025-06-23 17:45:00,2025-06-23 19:03:24.528925,1.3,Closed,"Access error related to permissions, needs privilege review."
10261,IKEA Perth,Account,Permissions,Low,72,2025-06-23 08:11:00,2025-06-24 00:51:10.680425,16.7,Closed,Permissions not responding; user reports frequent timeouts.
10262,UWA Lab B,Hardware,Desktop,Medium,48,2025-06-24 09:35:00,2025-06-24 20:09:34.364026,10.6,Closed,Request to configure desktop and verify connectivity.
10263,UWA Lab B,Network,Switch,Medium,48,2025-06-24 07:31:00,2025-06-25 10:08:23.614194,26.6,Closed,Deployment blocker: switch fails post‑install validation.
10264,UWA Lab B,Install,Config,Medium,48,2025-06-24 08:36:00,,,Open,Config not responding; user reports frequent timeouts.
10265,IKEA Perth,Hardware,Laptop,Medium,48,2025-06-24 14:35:00,2025-06-26 06:02:20.820720,39.5,Closed,"Access error related to laptop, needs privilege review."
10266,Perth Airport T4,Network,Switch,High,24,2025-06-24 17:48:00,2025-06-25 21:04:08.700049,27.3,Closed,Reported issue with switch causing intermittent failures.
10267,Perth Airport T4,Hardware,Laptop,Medium,48,2025-06-24 10:13:00,2025-06-25 05:44:02.811292,19.5,Closed,"Access error related to laptop, needs privilege review."
10268,UWA Lab B,Account,Permissions,Low,72,2025-06-24 07:36:00,2025-06-24 17:25:01.917446,9.8,Closed,Request to configure permissions and verify connectivity.
10269,UWA Lab A,Account,MFA,Low,72,2025-06-25 15:57:00,2025-06-26 02:16:58.318634,10.3,Closed,Reported issue with mfa causing intermittent failures.
10270,Perth Airport T4,Network,VPN,Urgent,8,2025-06-25 10:09:00,2025-06-27 00:38:49.319836,38.5,Closed,VPN not responding; user reports frequent timeouts.
10271,UWA Lab B,Install,Config,Low,72,2025-06-25 17:26:00,2025-06-26 10:54:55.879617,17.5,Closed,Reported issue with config causing intermittent failures.
10272,UWA Lab B,Account,Password reset,Medium,48,2025-06-25 14:20:00,2025-06-25 19:50:56.510119,5.5,Closed,Performance degradation observed on password reset during peak hours.
10273,UWA Lab A,Network,VPN,High,24,2025-06-25 13:13:00,2025-06-27 10:16:39.449585,45.1,Closed,VPN not responding; user reports frequent timeouts.
10274,UWA Lab A,Hardware,Laptop,Low,72,2025-06-25 12:57:00,2025-06-25 22:18:26.254510,9.4,Closed,Reported issue with laptop causing intermittent failures.
10275,Perth Airport T4,Network,VPN,Low,72,2025-06-25 14:29:00,,,Open,Deployment blocker: vpn fails post‑install validation.
10276,UWA Lab A,Network,AP install,Low,72,2025-06-25 11:05:00,2025-06-26 14:51:44.824111,27.8,Closed,Performance degradation observed on ap install during peak hours.
10277,UWA Lab A,Network,VPN,Medium,48,2025-06-25 13:41:00,2025-06-26 13:42:48.789494,24.0,Closed,Reported issue with vpn causing intermittent failures.
10278,Perth Airport T4,Network,VPN,Low,72,2025-06-25 08:55:00,2025-06-27 07:49:57.051119,46.9,Closed,VPN not responding; user reports frequent timeouts.
10279,Perth Airport T4,Network,VPN,Medium,48,2025-06-26 11:08:00,2025-06-28 16:02:03.545570,52.9,Closed,VPN not responding; user reports frequent timeouts.
10280,IKEA Perth,Account,Permissions,Low,72,2025-06-26 10:40:00,2025-06-26 11:26:32.137894,0.8,Closed,Deployment blocker: permissions fails post‑install validation.
10281,IKEA Perth,Account,MFA,Low,72,2025-06-26 16:46:00,2025-06-27 00:35:44.721241,7.8,Closed,Deployment blocker: mfa fails post‑install validation.
10282,IKEA Perth,Hardware,Desktop,Low,72,2025-06-26 16:18:00,2025-06-27 15:04:32.160856,22.8,Closed,Performance degradation observed on desktop during peak hours.
10283,IKEA Perth,Network,Switch,Medium,48,2025-06-26 13:18:00,2025-06-27 19:08:49.269785,29.8,Closed,Switch not responding; user reports frequent timeouts.
10284,IKEA Perth,Hardware,Printer,Medium,48,2025-06-26 12:59:00,2025-06-27 00:52:20.248351,11.9,Closed,Deployment blocker: printer fails post‑install validation.
10285,UWA Lab A,Install,Config,Medium,48,2025-06-26 08:01:00,2025-06-27 13:56:20.730461,29.9,Closed,Reported issue with config causing intermittent failures.
10286,Perth Airport T4,Network,WiFi,High,24,2025-06-26 13:27:00,2025-06-27 16:41:55.714010,27.2,Closed,Reported issue with wifi causing intermittent failures.
10287,IKEA Perth,Account,Permissions,Low,72,2025-06-26 15:58:00,2025-06-27 02:06:53.656462,10.1,Closed,Permissions not responding; user reports frequent timeouts.
10288,Perth Airport T4,Account,Permissions,Low,72,2025-06-27 10:05:00,2025-06-27 10:35:00,0.5,Closed,Reported issue with permissions causing intermittent failures.
10289,UWA Lab A,Hardware,Printer,Medium,48,2025-06-27 09:07:00,,,Open,Printer not responding; user reports frequent timeouts.
10290,UWA Lab B,Account,Password reset,Urgent,8,2025-06-27 09:23:00,2025-06-27 10:12:16.387191,0.8,Closed,Request to configure password reset and verify connectivity.
10291,Perth Airport T4,Account,Password reset,Low,72,2025-06-27 15:04:00,2025-06-27 20:45:21.271989,5.7,Closed,"Access error related to password reset, needs privilege review."
10292,UWA Lab B,Account,MFA,Medium,48,2025-06-27 08:57:00,2025-06-28 10:58:12.452947,26.0,Closed,Performance degradation observed on mfa during peak hours.
10293,Perth Airport T4,Network,WiFi,High,24,2025-06-27 12:24:00,2025-06-29 08:19:43.884246,43.9,Closed,WiFi not responding; user reports frequent timeouts.
10294,UWA Lab B,Install,Cabling,Low,72,2025-06-27 08:36:00,2025-06-28 04:32:44.445159,19.9,Closed,"Access error related to cabling, needs privilege review."
10295,IKEA Perth,Account,Password reset,Low,72,2025-06-27 07:25:00,2025-06-28 03:57:56.152887,20.5,Closed,Deployment blocker: password reset fails post‑install validation.
10296,UWA Lab A,Install,Site survey,Low,72,2025-06-27 11:47:00,2025-06-28 02:02:15.448789,14.3,Closed,Deployment blocker: site survey fails post‑install validation.
10297,IKEA Perth,Install,Rack,Low,72,2025-06-28 07:14:00,2025-06-29 04:34:43.453127,21.3,Closed,Performance degradation observed on rack during peak hours.
10298,UWA Lab A,Install,Cabling,Low,72,2025-06-28 08:13:00,2025-06-28 21:35:57.288367,13.4,Closed,Cabling not responding; user reports frequent timeouts.
10299,IKEA Perth,Hardware,Printer,Medium,48,2025-06-28 15:26:00,2025-06-29 08:56:52.264853,17.5,Closed,Request to configure printer and verify connectivity.
10300,Perth Airport T4,Hardware,Printer,Medium,48,2025-06-28 07:27:00,2025-06-28 21:32:22.162066,14.1,Closed,Printer not responding; user reports frequent timeouts.
10301,UWA Lab A,Network,Switch,High,24,2025-06-28 12:20:00,2025-06-29 14:58:16.470990,26.6,Closed,Switch not responding; user reports frequent timeouts.
10302,IKEA Perth,Network,AP install,High,24,2025-06-28 13:07:00,2025-06-30 12:05:28.517930,47.0,Closed,AP install not responding; user reports frequent timeouts.
10303,UWA Lab A,Hardware,Scanner,High,24,2025-06-28 11:52:00,2025-06-30 03:40:40.775140,39.8,Closed,"Access error related to scanner, needs privilege review."
10304,IKEA Perth,Install,Site survey,Low,72,2025-06-29 17:19:00,2025-06-30 13:10:46.679317,19.9,Closed,Site survey not responding; user reports frequent timeouts.
10305,UWA Lab B,Network,VPN,Medium,48,2025-06-29 08:29:00,2025-06-30 16:06:33.432515,31.6,Closed,VPN not responding; user reports frequent timeouts.
10306,IKEA Perth,Network,WiFi,Low,72,2025-06-29 17:05:00,2025-06-30 19:04:07.693456,26.0,Closed,Request to configure wifi and verify connectivity.
10307,UWA Lab B,Install,Rack,High,24,2025-06-30 12:07:00,,,Open,Deployment blocker: rack fails post‑install validation.
10308,UWA Lab B,Network,VPN,Medium,48,2025-06-30 09:17:00,2025-07-01 06:35:46.669320,21.3,Closed,VPN not responding; user reports frequent timeouts.
10309,UWA Lab A,Network,AP install,Medium,48,2025-06-30 14:03:00,2025-07-01 20:18:09.142961,30.3,Closed,Deployment blocker: ap install fails post‑install validation.
10310,Perth Airport T4,Network,AP install,Urgent,8,2025-07-01 14:22:00,2025-07-03 03:53:38.549168,37.5,Closed,"Access error related to ap install, needs privilege review."
10311,IKEA Perth,Hardware,Laptop,Low,72,2025-07-01 07:57:00,2025-07-01 18:36:13.178692,10.7,Closed,Request to configure laptop and verify connectivity.
10312,UWA Lab A,Network,VPN,High,24,2025-07-01 11:34:00,2025-07-05 03:35:52.700862,88.0,Closed,Performance degradation observed on vpn during peak hours.
10313,UWA Lab B,Network,AP install,Medium,48,2025-07-01 09:11:00,2025-07-02 11:08:35.454876,26.0,Closed,Request to configure ap install and verify connectivity.
10314,Perth Airport T4,Install,Site survey,Medium,48,2025-07-01 14:34:00,2025-07-03 03:52:36.233332,37.3,Closed,Deployment blocker: site survey fails post‑install validation.
10315,IKEA Perth,Network,WiFi,Medium,48,2025-07-01 12:58:00,2025-07-03 19:03:38.892002,54.1,Closed,WiFi not responding; user reports frequent timeouts.
10316,UWA Lab A,Hardware,Desktop,Low,72,2025-07-01 15:55:00,2025-07-02 20:31:00.124281,28.6,Closed,Reported issue with desktop causing intermittent failures.
10317,UWA Lab A,Account,MFA,Low,72,2025-07-02 13:50:00,2025-07-03 04:32:05.791257,14.7,Closed,Deployment blocker: mfa fails post‑install validation.
10318,UWA Lab A,Account,Password reset,Low,72,2025-07-02 11:08:00,2025-07-02 15:10:28.016784,4.0,Closed,Reported issue with password reset causing intermittent failures.
10319,Perth Airport T4,Install,Config,Low,72,2025-07-02 16:14:00,2025-07-03 10:03:27.907785,17.8,Closed,Reported issue with config causing intermittent failures.
10320,UWA Lab A,Install,Rack,Medium,48,2025-07-02 08:52:00,2025-07-04 09:25:23.626759,48.6,Closed,Performance degradation observed on rack during peak hours.
10321,UWA Lab B,Account,MFA,Low,72,2025-07-02 08:22:00,2025-07-03 08:34:14.334708,24.2,Closed,Reported issue with mfa causing intermittent failures.
10322,UWA Lab B,Account,Password reset,Medium,48,2025-07-02 13:22:00,2025-07-02 18:11:56.115382,4.8,Closed,Reported issue with password reset causing intermittent failures.
10323,IKEA Perth,Install,Rack,Medium,48,2025-07-02 07:18:00,,,Open,Request to configure rack and verify connectivity.
10324,UWA Lab A,Install,Cabling,Low,72,2025-07-02 08:21:00,2025-07-02 21:14:43.205637,12.9,Closed,"Access error related to cabling, needs privilege review."
10325,UWA Lab B,Install,Cabling,High,24,2025-07-02 09:03:00,2025-07-05 06:33:56.688753,69.5,Closed,Cabling not responding; user reports frequent timeouts.
10326,UWA Lab A,Install,Config,Medium,48,2025-07-02 15:53:00,2025-07-03 13:05:33.608880,21.2,Closed,Reported issue with config causing intermittent failures.
10327,UWA Lab B,Hardware,Laptop,Low,72,2025-07-03 11:05:00,2025-07-04 12:49:18.567111,25.7,Closed,Reported issue with laptop causing intermittent failures.
10328,UWA Lab B,Hardware,Scanner,Medium,48,2025-07-03 09:23:00,2025-07-04 01:59:32.413788,16.6,Closed,Request to configure scanner and verify connectivity.
10329,UWA Lab A,Network,WiFi,Medium,48,2025-07-03 11:36:00,2025-07-04 11:22:34.142638,23.8,Closed,Performance degradation observed on wifi during peak hours.
10330,UWA Lab A,Account,Password reset,High,24,2025-07-03 07:53:00,2025-07-03 08:50:09.735968,1.0,Closed,"Access error related to password reset, needs privilege review."
10331,IKEA Perth,Hardware,Scanner,Medium,48,2025-07-03 07:32:00,2025-07-05 08:17:37.597398,48.8,Closed,"Access error related to scanner, needs privilege review."
10332,Perth Airport T4,Install,Rack,High,24,2025-07-03 10:08:00,,,Open,Reported issue with rack causing intermittent failures.
10333,IKEA Perth,Install,Config,Urgent,8,2025-07-03 16:16:00,2025-07-05 03:40:29.496198,35.4,Closed,Performance degradation observed on config during peak hours.
10334,Perth Airport T4,Install,Cabling,Medium,48,2025-07-03 14:58:00,2025-07-04 08:42:23.331284,17.7,Closed,Performance degradation observed on cabling during peak hours.
10335,UWA Lab B,Account,Permissions,Low,72,2025-07-03 16:48:00,2025-07-04 11:10:51.241418,18.4,Closed,Reported issue with permissions causing intermittent failures.
10336,UWA Lab A,Install,Site survey,High,24,2025-07-04 14:02:00,2025-07-05 15:39:25.452044,25.6,Closed,Deployment blocker: site survey fails post‑install validation.
10337,Perth Airport T4,Network,VPN,Medium,48,2025-07-04 10:03:00,2025-07-05 20:45:59.178316,34.7,Closed,Request to configure vpn and verify connectivity.
10338,UWA Lab A,Install,Cabling,High,24,2025-07-04 17:06:00,2025-07-05 17:54:26.899821,24.8,Closed,Cabling not responding; user reports frequent timeouts.
10339,UWA Lab A,Network,VPN,Low,72,2025-07-04 17:05:00,2025-07-05 21:04:56.408065,28.0,Closed,VPN not responding; user reports frequent timeouts.
10340,UWA Lab B,Install,Config,High,24,2025-07-04 09:04:00,2025-07-05 18:56:27.939911,33.9,Closed,"Access error related to config, needs privilege review."
10341,IKEA Perth,Hardware,Printer,Low,72,2025-07-04 07:15:00,,,Open,Reported issue with printer causing intermittent failures.
10342,UWA Lab A,Install,Rack,Medium,48,2025-07-04 17:01:00,2025-07-05 09:08:03.021601,16.1,Closed,Deployment blocker: rack fails post‑install validation.
10343,UWA Lab B,Account,Password reset,Medium,48,2025-07-04 09:53:00,2025-07-04 19:13:42.922473,9.3,Closed,Performance degradation observed on password reset during peak hours.
10344,UWA Lab A,Install,Cabling,Low,72,2025-07-04 10:54:00,2025-07-05 17:53:54.804454,31.0,Closed,Cabling not responding; user reports frequent timeouts.
10345,Perth Airport T4,Account,Permissions,High,24,2025-07-05 17:00:00,2025-07-06 06:12:41.418834,13.2,Closed,Permissions not responding; user reports frequent timeouts.
10346,Perth Airport T4,Account,Permissions,Low,72,2025-07-05 17:17:00,2025-07-05 17:47:00,0.5,Closed,Deployment blocker: permissions fails post‑install validation.
10347,UWA Lab A,Install,Config,Low,72,2025-07-05 15:52:00,2025-07-06 02:37:39.622671,10.8,Closed,"Access error related to config, needs privilege review."
10348,UWA Lab A,Network,Switch,Low,72,2025-07-05 17:20:00,2025-07-06 18:25:44.293022,25.1,Closed,Request to configure switch and verify connectivity.
10349,UWA Lab A,Account,Permissions,Low,72,2025-07-05 10:57:00,,,Open,"Access error related to permissions, needs privilege review."
10350,IKEA Perth,Hardware,Laptop,Medium,48,2025-07-05 13:25:00,2025-07-05 19:47:50.992479,6.4,Closed,Reported issue with laptop causing intermittent failures.
10351,UWA Lab B,Account,Password reset,High,24,2025-07-06 15:19:00,2025-07-06 15:49:00,0.5,Closed,Performance degradation observed on password reset during peak hours.
